PLACE_ID,STREET,CITY,COUNTRY,LATITUD,LONGITUD
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.610354,-73.795886
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.681147,-73.86768
JaySt_Albany_USA,Jay St,Albany,USA,42.688994,-73.748139
Broadway_Albany_USA,Broadway,Albany,USA,42.614398,-73.838592
NorthSt_Albany_USA,North St,Albany,USA,42.748585,-73.714958
CentralAve_Albany_USA,Central Ave,Albany,USA,42.639405,-73.857656
Broadway_Albany_USA,Broadway,Albany,USA,42.708643,-73.889077
NorthSt_Albany_USA,North St,Albany,USA,42.630578,-73.772172
CentralAve_Albany_USA,Central Ave,Albany,USA,42.720712,-73.884381
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.77911,-73.722204
PearlSt_Schenectady_USA,Pearl St,Schenectady,USA,41.056385,-72.197491
SouthSt_Albany_USA,South St,Albany,USA,42.625286,-73.720661
HudsonAve_Troy_USA,Hudson Ave,Troy,USA,40.982765,-72.445314
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.654855,-73.749655
StateSt_Schenectady_USA,State St,Schenectady,USA,40.280294,-73.159571
NorthSt_Troy_USA,North St,Troy,USA,42.789615,-72.091005
LarkSt_Albany_USA,Lark St,Albany,USA,42.761652,-73.765326
WashingtonAve_Troy_USA,Washington Ave,Troy,USA,44.338863,-70.834389
DelawareAve_Troy_USA,Delaware Ave,Troy,USA,44.049613,-71.930948
WesternAve_Albany_USA,Western Ave,Albany,USA,42.695519,-73.700471
NorthSt_Troy_USA,North St,Troy,USA,44.129375,-70.194723
SouthSt_Albany_USA,South St,Albany,USA,42.70595,-73.755836
ParkAve_Albany_USA,Park Ave,Albany,USA,42.758206,-73.77279
WashingtonAve_Schenectady_USA,Washington Ave,Schenectady,USA,40.268662,-72.455585
StateSt_Albany_USA,State St,Albany,USA,42.7801,-73.73933
NorthSt_Albany_USA,North St,Albany,USA,42.644056,-73.826915
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.781625,-73.710781
Broadway_Schenectady_USA,Broadway,Schenectady,USA,44.149151,-70.647905
LarkSt_Albany_USA,Lark St,Albany,USA,42.667826,-73.883074
Broadway_Albany_USA,Broadway,Albany,USA,42.629787,-73.834839
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.736077,-73.758206
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.63957,-73.731954
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.790813,-73.798215
LarkSt_Schenectady_USA,Lark St,Schenectady,USA,40.453032,-72.984638
CentralAve_Albany_USA,Central Ave,Albany,USA,42.749358,-73.888899
ParkAve_Troy_USA,Park Ave,Troy,USA,43.561308,-72.7342
LarkSt_Albany_USA,Lark St,Albany,USA,42.773802,-73.868065
WesternAve_Albany_USA,Western Ave,Albany,USA,42.705092,-73.842043
StateSt_Troy_USA,State St,Troy,USA,41.753677,-73.378617
ParkAve_Albany_USA,Park Ave,Albany,USA,42.627146,-73.854816
JaySt_Troy_USA,Jay St,Troy,USA,42.476676,-71.319037
StateSt_Schenectady_USA,State St,Schenectady,USA,43.395767,-74.408624
CentralAve_Troy_USA,Central Ave,Troy,USA,41.613663,-73.195102
NorthSt_Schenectady_USA,North St,Schenectady,USA,42.272986,-71.474704
LarkSt_Albany_USA,Lark St,Albany,USA,42.67685,-73.863523
ParkAve_Albany_USA,Park Ave,Albany,USA,42.606288,-73.87488
JaySt_Albany_USA,Jay St,Albany,USA,42.699347,-73.740416
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.772966,-73.81919
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.794522,-73.766499
NorthSt_Albany_USA,North St,Albany,USA,42.721817,-73.755565
WesternAve_Schenectady_USA,Western Ave,Schenectady,USA,44.850367,-73.748557
PearlSt_Albany_USA,Pearl St,Albany,USA,42.627095,-73.877007
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.741716,-73.756818
DelawareAve_Troy_USA,Delaware Ave,Troy,USA,43.175034,-72.054679
PearlSt_Albany_USA,Pearl St,Albany,USA,42.751812,-73.722972
LarkSt_Albany_USA,Lark St,Albany,USA,42.752623,-73.74064
Broadway_Albany_USA,Broadway,Albany,USA,42.671793,-73.822289
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.663033,-73.768731
NorthSt_Albany_USA,North St,Albany,USA,42.682969,-73.718691
ParkAve_Troy_USA,Park Ave,Troy,USA,42.467035,-74.32689
JaySt_Albany_USA,Jay St,Albany,USA,42.707769,-73.727916
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.609549,-73.753132
CentralAve_Albany_USA,Central Ave,Albany,USA,42.762917,-73.86416
SouthSt_Troy_USA,South St,Troy,USA,42.992283,-73.856774
Broadway_Albany_USA,Broadway,Albany,USA,42.701175,-73.729973
ParkAve_Troy_USA,Park Ave,Troy,USA,42.258631,-74.91181
PearlSt_Albany_USA,Pearl St,Albany,USA,42.693496,-73.709828
CentralAve_Troy_USA,Central Ave,Troy,USA,44.895598,-71.699887
StateSt_Albany_USA,State St,Albany,USA,42.655911,-73.771953
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.743589,-73.717321
StateSt_Albany_USA,State St,Albany,USA,42.731593,-73.712864
PearlSt_Albany_USA,Pearl St,Albany,USA,42.686659,-73.81585
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.71476,-73.880511
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.793093,-73.776224
StateSt_Albany_USA,State St,Albany,USA,42.799335,-73.818206
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,43.052938,-71.880715
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.643497,-73.814148
NorthSt_Schenectady_USA,North St,Schenectady,USA,41.619471,-74.205612
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.720325,-73.705118
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,44.266727,-70.181663
ParkAve_Albany_USA,Park Ave,Albany,USA,42.781459,-73.865326
PearlSt_Schenectady_USA,Pearl St,Schenectady,USA,44.920159,-74.426325
LarkSt_Albany_USA,Lark St,Albany,USA,42.633781,-73.848235
JaySt_Albany_USA,Jay St,Albany,USA,42.732384,-73.780473
CentralAve_Albany_USA,Central Ave,Albany,USA,42.673434,-73.832811
PearlSt_Schenectady_USA,Pearl St,Schenectady,USA,41.350604,-72.230683
ParkAve_Troy_USA,Park Ave,Troy,USA,41.846176,-71.429089
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.676742,-73.719342
WesternAve_Schenectady_USA,Western Ave,Schenectady,USA,44.249362,-71.071446
PearlSt_Albany_USA,Pearl St,Albany,USA,42.625306,-73.887988
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.671233,-73.757492
ClintonAve_Schenectady_USA,Clinton Ave,Schenectady,USA,42.772756,-70.608598
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.648704,-73.857034
JaySt_Albany_USA,Jay St,Albany,USA,42.628082,-73.878447
PearlSt_Troy_USA,Pearl St,Troy,USA,40.786989,-70.422055
StateSt_Schenectady_USA,State St,Schenectady,USA,43.71505,-74.153331
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.787859,-73.770433
WesternAve_Troy_USA,Western Ave,Troy,USA,40.721952,-74.759742
StateSt_Albany_USA,State St,Albany,USA,42.780298,-73.763981
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.643362,-73.887394
NorthSt_Troy_USA,North St,Troy,USA,41.316038,-72.070683
PearlSt_Troy_USA,Pearl St,Troy,USA,40.59111,-74.815558
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.626887,-73.804164
ClintonAve_Schenectady_USA,Clinton Ave,Schenectady,USA,44.408085,-70.172102
PearlSt_Albany_USA,Pearl St,Albany,USA,42.750757,-73.836131
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.686319,-73.838817
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.739383,-73.85035
CentralAve_Albany_USA,Central Ave,Albany,USA,42.684221,-73.818304
LarkSt_Troy_USA,Lark St,Troy,USA,44.700575,-70.344081
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.625868,-73.748369
NorthSt_Schenectady_USA,North St,Schenectady,USA,42.774867,-71.850841
WesternAve_Troy_USA,Western Ave,Troy,USA,44.32872,-70.995383
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.747929,-73.710692
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.767853,-73.766372
StateSt_Troy_USA,State St,Troy,USA,42.756657,-72.849935
LarkSt_Albany_USA,Lark St,Albany,USA,42.657704,-73.740594
SouthSt_Albany_USA,South St,Albany,USA,42.667142,-73.850886
WesternAve_Albany_USA,Western Ave,Albany,USA,42.66799,-73.786125
StateSt_Troy_USA,State St,Troy,USA,40.119245,-71.805007
PearlSt_Albany_USA,Pearl St,Albany,USA,42.797647,-73.832976
ParkAve_Troy_USA,Park Ave,Troy,USA,43.13522,-72.589544
NorthSt_Schenectady_USA,North St,Schenectady,USA,44.231465,-72.685368
PearlSt_Albany_USA,Pearl St,Albany,USA,42.628173,-73.739429
StateSt_Schenectady_USA,State St,Schenectady,USA,44.209877,-72.493008
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.645247,-73.761303
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.781059,-73.735769
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.7878,-73.822277
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.637786,-73.767396
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.642959,-73.703565
SouthSt_Troy_USA,South St,Troy,USA,41.094965,-73.829054
LarkSt_Albany_USA,Lark St,Albany,USA,42.681707,-73.776308
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.7965,-73.812812
LarkSt_Albany_USA,Lark St,Albany,USA,42.638738,-73.769075
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.791367,-73.881472
CentralAve_Albany_USA,Central Ave,Albany,USA,42.649679,-73.82555
WesternAve_Schenectady_USA,Western Ave,Schenectady,USA,43.741334,-71.940262
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.617107,-73.825196
LarkSt_Albany_USA,Lark St,Albany,USA,42.601407,-73.770631
ClintonAve_Troy_USA,Clinton Ave,Troy,USA,43.519559,-73.865621
SouthSt_Troy_USA,South St,Troy,USA,40.116972,-74.267738
SouthSt_Albany_USA,South St,Albany,USA,42.773045,-73.839049
ParkAve_Albany_USA,Park Ave,Albany,USA,42.662316,-73.843025
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.73384,-73.854433
NorthSt_Schenectady_USA,North St,Schenectady,USA,41.192229,-74.350758
ParkAve_Troy_USA,Park Ave,Troy,USA,43.507874,-73.202111
Broadway_Albany_USA,Broadway,Albany,USA,42.74526,-73.850848
Broadway_Albany_USA,Broadway,Albany,USA,42.730831,-73.780824
ParkAve_Albany_USA,Park Ave,Albany,USA,42.672873,-73.875999
JaySt_Albany_USA,Jay St,Albany,USA,42.704795,-73.801713
WesternAve_Albany_USA,Western Ave,Albany,USA,42.645396,-73.774123
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.659008,-73.726497
HudsonAve_Troy_USA,Hudson Ave,Troy,USA,44.245558,-73.368357
CentralAve_Troy_USA,Central Ave,Troy,USA,43.086979,-70.77696
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.745574,-73.718379
LarkSt_Albany_USA,Lark St,Albany,USA,42.674403,-73.718211
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,44.343268,-73.908409
LarkSt_Troy_USA,Lark St,Troy,USA,40.546778,-71.228903
SouthSt_Troy_USA,South St,Troy,USA,42.415225,-70.312925
ParkAve_Schenectady_USA,Park Ave,Schenectady,USA,40.426931,-74.769078
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.759258,-73.732408
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.760082,-73.804302
WashingtonAve_Troy_USA,Washington Ave,Troy,USA,42.280806,-70.503325
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.684536,-73.866264
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.645066,-73.813854
LarkSt_Schenectady_USA,Lark St,Schenectady,USA,41.103036,-70.328616
PearlSt_Albany_USA,Pearl St,Albany,USA,42.679217,-73.874224
LarkSt_Albany_USA,Lark St,Albany,USA,42.655903,-73.868879
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.693244,-73.875219
PearlSt_Albany_USA,Pearl St,Albany,USA,42.796311,-73.882831
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.643259,-73.792783
Broadway_Albany_USA,Broadway,Albany,USA,42.621951,-73.704635
ClintonAve_Troy_USA,Clinton Ave,Troy,USA,40.546473,-72.785933
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.777019,-73.815407
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,41.23864,-73.296747
WashingtonAve_Schenectady_USA,Washington Ave,Schenectady,USA,44.072402,-70.872247
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.683628,-73.866764
Broadway_Troy_USA,Broadway,Troy,USA,43.319763,-70.985661
WesternAve_Albany_USA,Western Ave,Albany,USA,42.654001,-73.888189
ParkAve_Schenectady_USA,Park Ave,Schenectady,USA,43.398538,-74.588726
WesternAve_Troy_USA,Western Ave,Troy,USA,44.377412,-71.616697
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.662663,-73.86734
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.791083,-73.831253
ParkAve_Albany_USA,Park Ave,Albany,USA,42.610472,-73.778841
CentralAve_Albany_USA,Central Ave,Albany,USA,42.698659,-73.83325
PearlSt_Schenectady_USA,Pearl St,Schenectady,USA,41.237222,-74.878248
NorthSt_Albany_USA,North St,Albany,USA,42.655249,-73.838289
StateSt_Albany_USA,State St,Albany,USA,42.704227,-73.728273
SouthSt_Albany_USA,South St,Albany,USA,42.710681,-73.848583
JaySt_Albany_USA,Jay St,Albany,USA,42.695015,-73.799097
CentralAve_Albany_USA,Central Ave,Albany,USA,42.6136,-73.729189
Broadway_Albany_USA,Broadway,Albany,USA,42.610601,-73.79313
CentralAve_Albany_USA,Central Ave,Albany,USA,42.63995,-73.736953
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.715648,-73.747055
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.705156,-73.739504
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.684668,-73.898285
HudsonAve_Schenectady_USA,Hudson Ave,Schenectady,USA,42.992671,-71.350159
LarkSt_Albany_USA,Lark St,Albany,USA,42.713258,-73.882901
WashingtonAve_Schenectady_USA,Washington Ave,Schenectady,USA,44.27262,-72.76665
PearlSt_Troy_USA,Pearl St,Troy,USA,43.610889,-74.445616
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.766451,-73.805412
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.78935,-73.773704
PearlSt_Albany_USA,Pearl St,Albany,USA,42.688945,-73.805719
PearlSt_Troy_USA,Pearl St,Troy,USA,44.57078,-71.135832
PearlSt_Troy_USA,Pearl St,Troy,USA,44.834826,-72.740007
HudsonAve_Schenectady_USA,Hudson Ave,Schenectady,USA,41.046046,-73.662325
WesternAve_Albany_USA,Western Ave,Albany,USA,42.649165,-73.751142
MadisonAve_Troy_USA,Madison Ave,Troy,USA,42.382118,-74.484224
PearlSt_Albany_USA,Pearl St,Albany,USA,42.765573,-73.760007
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.752113,-73.708292
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.612555,-73.701428
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.77585,-73.836322
Broadway_Troy_USA,Broadway,Troy,USA,40.65794,-73.053575
TenBroeckSt_Troy_USA,Ten Broeck St,Troy,USA,40.638289,-72.98571
SouthSt_Schenectady_USA,South St,Schenectady,USA,42.850081,-72.287638
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.724808,-73.800707
SouthSt_Albany_USA,South St,Albany,USA,42.6416,-73.866677
JaySt_Albany_USA,Jay St,Albany,USA,42.769822,-73.805411
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.682494,-73.840312
PearlSt_Schenectady_USA,Pearl St,Schenectady,USA,40.681409,-71.025262
PearlSt_Schenectady_USA,Pearl St,Schenectady,USA,44.044268,-74.057868
LarkSt_Troy_USA,Lark St,Troy,USA,44.30462,-73.297311
PearlSt_Schenectady_USA,Pearl St,Schenectady,USA,42.925288,-72.242669
PearlSt_Albany_USA,Pearl St,Albany,USA,42.798613,-73.803327
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,41.606642,-71.480106
StateSt_Albany_USA,State St,Albany,USA,42.791987,-73.751583
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.772116,-73.718002
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,44.395953,-71.534324
SouthSt_Troy_USA,South St,Troy,USA,41.387993,-74.969795
ClintonAve_Troy_USA,Clinton Ave,Troy,USA,42.196108,-73.410058
TenBroeckSt_Schenectady_USA,Ten Broeck St,Schenectady,USA,41.787113,-71.19149
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.768223,-73.882641
PearlSt_Albany_USA,Pearl St,Albany,USA,42.741864,-73.868538
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.692554,-73.883351
CentralAve_Albany_USA,Central Ave,Albany,USA,42.689073,-73.847268
LarkSt_Albany_USA,Lark St,Albany,USA,42.783459,-73.717315
MadisonAve_Troy_USA,Madison Ave,Troy,USA,43.010362,-72.2034
JaySt_Albany_USA,Jay St,Albany,USA,42.768995,-73.715463
Broadway_Albany_USA,Broadway,Albany,USA,42.681996,-73.772166
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.717226,-73.737591
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,42.563835,-72.47777
WesternAve_Albany_USA,Western Ave,Albany,USA,42.686882,-73.720323
ClintonAve_Troy_USA,Clinton Ave,Troy,USA,41.603019,-73.325852
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.605435,-73.737459
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.79429,-73.814444
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.658993,-73.883278
Broadway_Albany_USA,Broadway,Albany,USA,42.678122,-73.789961
CentralAve_Albany_USA,Central Ave,Albany,USA,42.740606,-73.717935
LarkSt_Schenectady_USA,Lark St,Schenectady,USA,44.758561,-71.241648
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.75184,-73.802167
Broadway_Troy_USA,Broadway,Troy,USA,41.04523,-74.477794
Broadway_Albany_USA,Broadway,Albany,USA,42.77117,-73.806126
SouthSt_Troy_USA,South St,Troy,USA,41.76227,-74.171521
PearlSt_Albany_USA,Pearl St,Albany,USA,42.60206,-73.898047
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.722823,-73.713284
WesternAve_Troy_USA,Western Ave,Troy,USA,43.870225,-74.146382
StateSt_Schenectady_USA,State St,Schenectady,USA,40.278927,-71.500119
StateSt_Albany_USA,State St,Albany,USA,42.640137,-73.74563
TenBroeckSt_Schenectady_USA,Ten Broeck St,Schenectady,USA,42.189729,-74.432575
CentralAve_Albany_USA,Central Ave,Albany,USA,42.717257,-73.839664
SouthSt_Schenectady_USA,South St,Schenectady,USA,40.337979,-71.149839
NorthSt_Albany_USA,North St,Albany,USA,42.609214,-73.712588
WesternAve_Schenectady_USA,Western Ave,Schenectady,USA,41.036138,-74.289621
SouthSt_Albany_USA,South St,Albany,USA,42.707416,-73.77799
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.625302,-73.804236
ParkAve_Albany_USA,Park Ave,Albany,USA,42.750985,-73.782698
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.683154,-73.732141
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.743263,-73.857237
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.648483,-73.736505
JaySt_Schenectady_USA,Jay St,Schenectady,USA,42.972086,-71.735954
CentralAve_Albany_USA,Central Ave,Albany,USA,42.758831,-73.725515
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,42.888207,-72.519711
PearlSt_Albany_USA,Pearl St,Albany,USA,42.625695,-73.729189
NorthSt_Schenectady_USA,North St,Schenectady,USA,43.830874,-73.621356
NorthSt_Troy_USA,North St,Troy,USA,42.839621,-72.172268
StateSt_Schenectady_USA,State St,Schenectady,USA,43.973665,-70.671344
SouthSt_Troy_USA,South St,Troy,USA,42.543957,-71.963617
SouthSt_Schenectady_USA,South St,Schenectady,USA,41.468,-73.967559
HudsonAve_Troy_USA,Hudson Ave,Troy,USA,44.721583,-74.171472
StateSt_Schenectady_USA,State St,Schenectady,USA,40.159024,-70.715386
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.738069,-73.744063
Broadway_Albany_USA,Broadway,Albany,USA,42.747852,-73.890621
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.622647,-73.759422
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.704033,-73.829251
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.795362,-73.747301
HudsonAve_Troy_USA,Hudson Ave,Troy,USA,41.5871,-70.486896
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.649807,-73.850007
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,43.725627,-71.645994
PearlSt_Albany_USA,Pearl St,Albany,USA,42.649021,-73.862663
PearlSt_Troy_USA,Pearl St,Troy,USA,41.944173,-74.740016
PearlSt_Albany_USA,Pearl St,Albany,USA,42.786629,-73.827499
SouthSt_Albany_USA,South St,Albany,USA,42.633277,-73.779876
MadisonAve_Troy_USA,Madison Ave,Troy,USA,41.171706,-74.659285
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.793568,-73.813744
HudsonAve_Troy_USA,Hudson Ave,Troy,USA,42.409723,-70.449875
LarkSt_Albany_USA,Lark St,Albany,USA,42.692457,-73.813831
PearlSt_Albany_USA,Pearl St,Albany,USA,42.644678,-73.801362
NorthSt_Albany_USA,North St,Albany,USA,42.693338,-73.819955
WesternAve_Albany_USA,Western Ave,Albany,USA,42.702615,-73.856995
Broadway_Albany_USA,Broadway,Albany,USA,42.668847,-73.732528
ParkAve_Albany_USA,Park Ave,Albany,USA,42.789621,-73.831909
WesternAve_Albany_USA,Western Ave,Albany,USA,42.741519,-73.801991
Broadway_Albany_USA,Broadway,Albany,USA,42.742999,-73.791918
ParkAve_Albany_USA,Park Ave,Albany,USA,42.717141,-73.761485
LarkSt_Schenectady_USA,Lark St,Schenectady,USA,43.004952,-73.94918
JaySt_Troy_USA,Jay St,Troy,USA,40.837071,-72.293738
SouthSt_Schenectady_USA,South St,Schenectady,USA,42.017297,-71.397166
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.717704,-73.721017
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.618841,-73.836181
TenBroeckSt_Troy_USA,Ten Broeck St,Troy,USA,43.622165,-71.751238
LarkSt_Albany_USA,Lark St,Albany,USA,42.681029,-73.793997
PearlSt_Schenectady_USA,Pearl St,Schenectady,USA,40.570338,-73.191326
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.714843,-73.736822
SouthSt_Troy_USA,South St,Troy,USA,41.731443,-70.708672
Broadway_Albany_USA,Broadway,Albany,USA,42.683995,-73.725547
MadisonAve_Schenectady_USA,Madison Ave,Schenectady,USA,40.996131,-70.957192
ParkAve_Albany_USA,Park Ave,Albany,USA,42.662084,-73.781109
TenBroeckSt_Schenectady_USA,Ten Broeck St,Schenectady,USA,40.803506,-74.020803
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.653439,-73.846797
ParkAve_Albany_USA,Park Ave,Albany,USA,42.715102,-73.821351
NorthSt_Albany_USA,North St,Albany,USA,42.708713,-73.815873
CentralAve_Albany_USA,Central Ave,Albany,USA,42.669184,-73.835765
MadisonAve_Schenectady_USA,Madison Ave,Schenectady,USA,40.55205,-72.890871
ParkAve_Schenectady_USA,Park Ave,Schenectady,USA,42.64127,-71.046032
PearlSt_Schenectady_USA,Pearl St,Schenectady,USA,40.189205,-71.102765
StateSt_Troy_USA,State St,Troy,USA,41.092703,-74.080746
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.736709,-73.869895
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.688736,-73.858835
StateSt_Albany_USA,State St,Albany,USA,42.664143,-73.759132
StateSt_Albany_USA,State St,Albany,USA,42.786471,-73.780282
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.604665,-73.89578
DelawareAve_Troy_USA,Delaware Ave,Troy,USA,40.942571,-71.728939
ClintonAve_Schenectady_USA,Clinton Ave,Schenectady,USA,43.209775,-70.804667
JaySt_Albany_USA,Jay St,Albany,USA,42.74168,-73.807401
NorthSt_Schenectady_USA,North St,Schenectady,USA,43.234226,-70.584654
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.637187,-73.768231
LarkSt_Albany_USA,Lark St,Albany,USA,42.613763,-73.764121
Broadway_Albany_USA,Broadway,Albany,USA,42.753576,-73.836645
StateSt_Albany_USA,State St,Albany,USA,42.653069,-73.766309
CentralAve_Albany_USA,Central Ave,Albany,USA,42.601905,-73.896113
NorthSt_Schenectady_USA,North St,Schenectady,USA,40.78924,-73.610756
MadisonAve_Troy_USA,Madison Ave,Troy,USA,41.090283,-74.674209
ParkAve_Albany_USA,Park Ave,Albany,USA,42.77742,-73.831178
PearlSt_Albany_USA,Pearl St,Albany,USA,42.761297,-73.838588
MadisonAve_Troy_USA,Madison Ave,Troy,USA,41.648759,-70.196704
CentralAve_Troy_USA,Central Ave,Troy,USA,41.036349,-73.135431
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.783676,-73.887278
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.603279,-73.854492
CentralAve_Albany_USA,Central Ave,Albany,USA,42.605824,-73.881343
SouthSt_Schenectady_USA,South St,Schenectady,USA,40.103968,-74.39723
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.672877,-73.731811
ClintonAve_Troy_USA,Clinton Ave,Troy,USA,40.892323,-71.484471
ParkAve_Troy_USA,Park Ave,Troy,USA,41.438129,-74.745646
TenBroeckSt_Schenectady_USA,Ten Broeck St,Schenectady,USA,42.848383,-72.040022
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.608217,-73.821669
StateSt_Troy_USA,State St,Troy,USA,44.378968,-74.206894
LarkSt_Troy_USA,Lark St,Troy,USA,41.737668,-72.701426
JaySt_Albany_USA,Jay St,Albany,USA,42.703155,-73.711811
ParkAve_Schenectady_USA,Park Ave,Schenectady,USA,40.999168,-70.149627
ClintonAve_Troy_USA,Clinton Ave,Troy,USA,42.616356,-70.348138
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.705846,-73.808437
ParkAve_Albany_USA,Park Ave,Albany,USA,42.74336,-73.822971
SouthSt_Schenectady_USA,South St,Schenectady,USA,41.214544,-74.007479
LarkSt_Albany_USA,Lark St,Albany,USA,42.718444,-73.826049
StateSt_Albany_USA,State St,Albany,USA,42.624664,-73.791679
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.718966,-73.853166
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.639027,-73.739317
