hosting_id,commodity_raw,commodity_normalized
51503537,Air conditioning,Air conditioning
51503537,TV,TV
51503537,Heating,Heating
51503537,Dishwasher,Washer
51503537,Dryer,Dryer
51503537,Microwave,Microwave
51503537,Pets allowed,Pets allowed
51503537,Gym,Gym
51503537,Kitchen,Kitchen
51503537,Coffee maker: drip coffee maker,Coffee maker
51579900,Exterior security cameras on property,Lock
51579900,Carbon monoxide alarm,Carbon monoxide alarm
51579900,Dedicated workspace,Workspace
51579900,Hangers,Hangers
51579900,Hot water kettle,Other
51579900,Shared backyard – Fully fenced,Garden
51579900,Smoke alarm,Smoke alarm
51579900,Essentials,Essentials
51579900,BBQ grill,BBQ grill
51579900,Coffee maker: Keurig coffee machine,Coffee maker
51579900,Self check-in,Self check-in
51579900,Stove,Oven
51579900,Long term stays allowed,Long term stays
51579900,Refrigerator,Refrigerator
51579900,Fire extinguisher,Fire extinguisher
51579900,Wifi,WiFi
51579900,Air conditioning,Air conditioning
51579900,TV,TV
51579900,Iron,Iron
51579900,Free parking on premises,Parking
51579900,Heating,Heating
51579900,Free washer – In unit,Washer
51579900,Free dryer – In unit,Dryer
51579900,First aid kit,First aid kit
51579900,Microwave,Microwave
51579900,Pets allowed,Pets allowed
51579900,Kitchen,Kitchen
51592836,Window AC unit,Air conditioning
51592836,Carbon monoxide alarm,Carbon monoxide alarm
51592836,42 inch TV,TV
51592836,Dedicated workspace,Workspace
51592836,Gas stove,Oven
51592836,Hangers,Hangers
51592836,Hot water kettle,Other
51592836,Lockbox,Lock
51592836,Smoke alarm,Smoke alarm
51592836,Essentials,Essentials
51592836,Self check-in,Self check-in
51592836,Books and reading material,Books
51592836,Long term stays allowed,Long term stays
51592836,Courtyard view,Garden
51592836,Refrigerator,Refrigerator
51592836,Fire extinguisher,Fire extinguisher
51592836,Wifi,WiFi
51592836,Coffee maker,Coffee maker
51592836,Iron,Iron
51592836,Radiant heating,Heating
51592836,Dishwasher,Washer
51592836,First aid kit,First aid kit
51592836,Free street parking,Parking
51592836,Microwave,Microwave
51592836,Hair dryer,Dryer
51592836,Kitchen,Kitchen
51710034,Window AC unit,Air conditioning
51710034,Carbon monoxide alarm,Carbon monoxide alarm
51710034,Dedicated workspace,Workspace
51710034,Hangers,Hangers
51710034,Central heating,Heating
51710034,Bed linens,Other
51710034,Lockbox,Lock
51710034,Smoke alarm,Smoke alarm
51710034,Essentials,Essentials
51710034,Self check-in,Self check-in
51710034,HDTV,TV
51710034,Coffee,Coffee maker
51710034,Long term stays allowed,Long term stays
51710034,Refrigerator,Refrigerator
51710034,Elevator,Elevator
51710034,Paid washer – In building,Washer
51710034,Wifi,WiFi
51710034,Iron,Iron
51710034,Oven,Oven
51710034,Microwave,Microwave
51710034,Hair dryer,Dryer
51710034,Kitchen,Kitchen
52152157,Carbon monoxide alarm,Carbon monoxide alarm
52152157,Dedicated workspace,Workspace
52152157,Hangers,Hangers
52152157,Hot water kettle,Other
52152157,Central heating,Heating
52152157,Lockbox,Lock
52152157,Smoke alarm,Smoke alarm
52152157,Essentials,Essentials
52152157,Coffee maker: Keurig coffee machine,Coffee maker
52152157,Self check-in,Self check-in
52152157,Books and reading material,Books
52152157,Long term stays allowed,Long term stays
52152157,Stainless steel oven,Oven
52152157,Wifi,WiFi
52152157,Board games,Board games
52152157,GE refrigerator,Refrigerator
52152157,Central air conditioning,Air conditioning
52152157,"58 inch HDTV with Roku, standard cable, Netflix",TV
52152157,Iron,Iron
52152157,Free parking on premises,Parking
52152157,Private backyard – Fully fenced,Garden
52152157,Free washer – In unit,Washer
52152157,Free dryer – In unit,Dryer
52152157,Private patio or balcony,Patio
52152157,Microwave,Microwave
52152157,Kitchen,Kitchen
52241973,Coffee maker: Nespresso,Coffee maker
52241973,Exterior security cameras on property,Lock
52241973,Carbon monoxide alarm,Carbon monoxide alarm
52241973,Dedicated workspace,Workspace
52241973,Hangers,Hangers
52241973,43 inch HDTV,TV
52241973,Hot water kettle,Other
52241973,Electric stove,Oven
52241973,Smoke alarm,Smoke alarm
52241973,Essentials,Essentials
52241973,Galanz refrigerator,Refrigerator
52241973,Portable air conditioning,Air conditioning
52241973,Self check-in,Self check-in
52241973,Books and reading material,Books
52241973,Fire extinguisher,Fire extinguisher
52241973,Wifi,WiFi
52241973,Iron,Iron
52241973,Radiant heating,Heating
52241973,Free street parking,Parking
52241973,Microwave,Microwave
52241973,Hair dryer,Dryer
52241973,Kitchen,Kitchen
52360097,Smoke alarm,Smoke alarm
52360097,Heating,Heating
52360097,Wifi,WiFi
52360097,Paid parking on premises,Parking
52360097,Cooking basics,Other
52360097,Kitchen,Kitchen
52360097,Air conditioning,Air conditioning
52360097,Carbon monoxide alarm,Carbon monoxide alarm
52360097,Dedicated workspace,Workspace
52360097,Self check-in,Self check-in
52360097,Washer,Washer
52360097,TV,TV
52360097,Hair dryer,Dryer
52360097,Iron,Iron
52360097,Lockbox,Lock
52611613,Carbon monoxide alarm,Carbon monoxide alarm
52611613,Dedicated workspace,Workspace
52611613,Hangers,Hangers
52611613,Backyard,Garden
52611613,Bed linens,Other
52611613,Lockbox,Lock
52611613,Smoke alarm,Smoke alarm
52611613,Essentials,Essentials
52611613,BBQ grill,BBQ grill
52611613,Coffee maker: Keurig coffee machine,Coffee maker
52611613,Crib,Crib
52611613,Self check-in,Self check-in
52611613,Stove,Oven
52611613,Long term stays allowed,Long term stays
52611613,Refrigerator,Refrigerator
52611613,Fire extinguisher,Fire extinguisher
52611613,Wifi,WiFi
52611613,Air conditioning,Air conditioning
52611613,TV,TV
52611613,Iron,Iron
52611613,Free parking on premises,Parking
52611613,Heating,Heating
52611613,Free dryer – In unit,Dryer
52611613,Dishwasher,Washer
52611613,First aid kit,First aid kit
52611613,Exercise equipment,Gym
52611613,Microwave,Microwave
52611613,Pets allowed,Pets allowed
52611613,Kitchen,Kitchen
52619545,Children’s dinnerware,Other
52619545,Smart lock,Lock
52619545,Window AC unit,Air conditioning
52619545,Carbon monoxide alarm,Carbon monoxide alarm
52619545,Hangers,Hangers
52619545,Smoke alarm,Smoke alarm
52619545,Essentials,Essentials
52619545,Self check-in,Self check-in
52619545,Stove,Oven
52619545,Coffee,Coffee maker
52619545,Books and reading material,Books
52619545,Long term stays allowed,Long term stays
52619545,Free residential garage on premises,Parking
52619545,Pack ’n play/Travel crib,Crib
52619545,Fire extinguisher,Fire extinguisher
52619545,Refrigerator,Refrigerator
52619545,Wifi,WiFi
52619545,Shared backyard – Not fully fenced,Garden
52619545,TV,TV
52619545,Iron,Iron
52619545,Heating,Heating
52619545,First aid kit,First aid kit
52619545,Microwave,Microwave
52619545,Hair dryer,Dryer
52619545,Pets allowed,Pets allowed
52619545,Kitchen,Kitchen
52691284,Smart lock,Lock
52691284,Carbon monoxide alarm,Carbon monoxide alarm
52691284,Dedicated workspace,Workspace
52691284,Hangers,Hangers
52691284,Backyard,Garden
52691284,Hot water,Other
52691284,Smoke alarm,Smoke alarm
52691284,Essentials,Essentials
52691284,High chair,High chair
52691284,BBQ grill,BBQ grill
52691284,Crib,Crib
52691284,Self check-in,Self check-in
52691284,Refrigerator,Refrigerator
52691284,Fire extinguisher,Fire extinguisher
52691284,Wifi,WiFi
52691284,Air conditioning,Air conditioning
52691284,Board games,Board games
52691284,Patio or balcony,Patio
52691284,TV,TV
52691284,Coffee maker,Coffee maker
52691284,Iron,Iron
52691284,Heating,Heating
52691284,Children’s books and toys,Books
52691284,First aid kit,First aid kit
52691284,Dryer,Dryer
52691284,Washer,Washer
52691284,Pets allowed,Pets allowed
52691284,Kitchen,Kitchen
52836323,Smart lock,Lock
52836323,Carbon monoxide alarm,Carbon monoxide alarm
52836323,Hangers,Hangers
52836323,Hot water,Other
52836323,Smoke alarm,Smoke alarm
52836323,Essentials,Essentials
52836323,Self check-in,Self check-in
52836323,Free residential garage on premises,Parking
52836323,Wifi,WiFi
52836323,Air conditioning,Air conditioning
52836323,Coffee maker,Coffee maker
52836323,TV,TV
52836323,Iron,Iron
52836323,Heating,Heating
52836323,First aid kit,First aid kit
52836323,Hair dryer,Dryer
52836323,Kitchen,Kitchen
52837196,Smart lock,Lock
52837196,Carbon monoxide alarm,Carbon monoxide alarm
52837196,Dedicated workspace,Workspace
52837196,Hangers,Hangers
52837196,Room-darkening shades,Other
52837196,Smoke alarm,Smoke alarm
52837196,Essentials,Essentials
52837196,BBQ grill,BBQ grill
52837196,Coffee maker: Keurig coffee machine,Coffee maker
52837196,Self check-in,Self check-in
52837196,Stove,Oven
52837196,Long term stays allowed,Long term stays
52837196,Refrigerator,Refrigerator
52837196,Wifi,WiFi
52837196,Air conditioning,Air conditioning
52837196,TV,TV
52837196,Iron,Iron
52837196,Free parking on premises,Parking
52837196,Heating,Heating
52837196,Private backyard – Fully fenced,Garden
52837196,Dishwasher,Washer
52837196,Private patio or balcony,Patio
52837196,First aid kit,First aid kit
52837196,Dryer,Dryer
52837196,Microwave,Microwave
52837196,Pets allowed,Pets allowed
52837196,Kitchen,Kitchen
52863776,Smart lock,Lock
52863776,Window AC unit,Air conditioning
52863776,Carbon monoxide alarm,Carbon monoxide alarm
52863776,Dedicated workspace,Workspace
52863776,Hangers,Hangers
52863776,Park view,Other
52863776,Electric stove,Oven
52863776,Smoke alarm,Smoke alarm
52863776,Essentials,Essentials
52863776,Coffee maker: Keurig coffee machine,Coffee maker
52863776,Self check-in,Self check-in
52863776,Long term stays allowed,Long term stays
52863776,Pack ’n play/Travel crib,Crib
52863776,Fire extinguisher,Fire extinguisher
52863776,Refrigerator,Refrigerator
52863776,Wifi,WiFi
52863776,Board games,Board games
52863776,TV,TV
52863776,Iron,Iron
52863776,Free parking on premises,Parking
52863776,Heating,Heating
52863776,First aid kit,First aid kit
52863776,Microwave,Microwave
52863776,Hair dryer,Dryer
52863776,Kitchen,Kitchen
53312101,Exterior security cameras on property,Lock
53312101,Carbon monoxide alarm,Carbon monoxide alarm
53312101,Hangers,Hangers
53312101,Electric stove,Oven
53312101,Smoke alarm,Smoke alarm
53312101,Essentials,Essentials
53312101,Coffee maker: Keurig coffee machine,Coffee maker
53312101,Wine glasses,Other
53312101,Self check-in,Self check-in
53312101,Long term stays allowed,Long term stays
53312101,Free residential garage on premises,Parking
53312101,Refrigerator,Refrigerator
53312101,Elevator,Elevator
53312101,Wifi,WiFi
53312101,Board games,Board games
53312101,TV,TV
53312101,Central air conditioning,Air conditioning
53312101,Iron,Iron
53312101,Heating,Heating
53312101,Dishwasher,Washer
53312101,Dryer,Dryer
53312101,Microwave,Microwave
53312101,Pets allowed,Pets allowed
53312101,Kitchen,Kitchen
53483727,Smart lock,Lock
53483727,Window AC unit,Air conditioning
53483727,Kitchen,Kitchen
53483727,Carbon monoxide alarm,Carbon monoxide alarm
53483727,Dedicated workspace,Workspace
53483727,Hangers,Hangers
53483727,Hot water kettle,Other
53483727,Smoke alarm,Smoke alarm
53483727,Essentials,Essentials
53483727,High chair,High chair
53483727,Coffee maker: Keurig coffee machine,Coffee maker
53483727,Self check-in,Self check-in
53483727,Books and reading material,Books
53483727,Long term stays allowed,Long term stays
53483727,"60 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Hulu, Netflix",TV
53483727,Fast wifi – 654 Mbps,WiFi
53483727,Fire extinguisher,Fire extinguisher
53483727,Refrigerator,Refrigerator
53483727,Stainless steel gas stove,Oven
53483727,Free parking on premises – 1 space,Parking
53483727,Crib - always at the listing,Crib
53483727,Iron,Iron
53483727,Free washer – In unit,Washer
53483727,Free dryer – In unit,Dryer
53483727,Radiant heating,Heating
53483727,Private patio or balcony,Patio
53483727,First aid kit,First aid kit
53483727,Microwave,Microwave
53567589,Smart lock,Lock
53567589,Window AC unit,Air conditioning
53567589,Carbon monoxide alarm,Carbon monoxide alarm
53567589,Hangers,Hangers
53567589,Hot water kettle,Other
53567589,Smoke alarm,Smoke alarm
53567589,Essentials,Essentials
53567589,Shared patio or balcony,Patio
53567589,Coffee maker: Keurig coffee machine,Coffee maker
53567589,Self check-in,Self check-in
53567589,Stainless steel electric stove,Oven
53567589,Refrigerator,Refrigerator
53567589,Fire extinguisher,Fire extinguisher
53567589,Wifi,WiFi
53567589,Iron,Iron
53567589,Radiant heating,Heating
53567589,First aid kit,First aid kit
53567589,Free street parking,Parking
53567589,Microwave,Microwave
53567589,Hair dryer,Dryer
53567589,Pets allowed,Pets allowed
53567589,"55 inch HDTV with Amazon Prime Video, Hulu, Netflix",TV
53567589,Kitchen,Kitchen
53645427,AC - split type ductless system,Air conditioning
53645427,Carbon monoxide alarm,Carbon monoxide alarm
53645427,Dedicated workspace,Workspace
53645427,Hangers,Hangers
53645427,Hot water kettle,Other
53645427,Backyard,Garden
53645427,Lockbox,Lock
53645427,Smoke alarm,Smoke alarm
53645427,Essentials,Essentials
53645427,BBQ grill,BBQ grill
53645427,Coffee maker: Keurig coffee machine,Coffee maker
53645427,Self check-in,Self check-in
53645427,Stove,Oven
53645427,Long term stays allowed,Long term stays
53645427,Refrigerator,Refrigerator
53645427,Fire extinguisher,Fire extinguisher
53645427,Wifi,WiFi
53645427,TV,TV
53645427,Iron,Iron
53645427,Free parking on premises,Parking
53645427,Heating,Heating
53645427,Free washer – In unit,Washer
53645427,First aid kit,First aid kit
53645427,Dryer,Dryer
53645427,Microwave,Microwave
53645427,Pets allowed,Pets allowed
53645427,Kitchen,Kitchen
53860077,Smart lock,Lock
53860077,"65 inch HDTV with standard cable, Netflix, Apple TV, Hulu, Amazon Prime Video, premium cable, Roku",TV
53860077,Carbon monoxide alarm,Carbon monoxide alarm
53860077,Dedicated workspace,Workspace
53860077,Hangers,Hangers
53860077,Single level home,Other
53860077,Barbecue utensils,BBQ grill
53860077,Free driveway parking on premises – 4 spaces,Parking
53860077,Smoke alarm,Smoke alarm
53860077,Essentials,Essentials
53860077,Crib,Crib
53860077,Self check-in,Self check-in
53860077,Coffee,Coffee maker
53860077,Long term stays allowed,Long term stays
53860077,Courtyard view,Garden
53860077,Fire extinguisher,Fire extinguisher
53860077,Refrigerator,Refrigerator
53860077,Exercise equipment: treadmill,Gym
53860077,Sonos sound system with aux,Sound system
53860077,Central air conditioning,Air conditioning
53860077,Samsung stainless steel electric stove,Oven
53860077,Iron,Iron
53860077,Fast wifi – 384 Mbps,WiFi
53860077,Heating,Heating
53860077,Free washer – In unit,Washer
53860077,Free dryer – In unit,Dryer
53860077,Private patio or balcony,Patio
53860077,First aid kit,First aid kit
53860077,Microwave,Microwave
53860077,Pets allowed,Pets allowed
53860077,Kitchen,Kitchen
53971505,Carbon monoxide alarm,Carbon monoxide alarm
53971505,42 inch TV,TV
53971505,Dedicated workspace,Workspace
53971505,Hangers,Hangers
53971505,Single level home,Other
53971505,Central heating,Heating
53971505,Not Sure stove,Oven
53971505,Smoke alarm,Smoke alarm
53971505,Essentials,Essentials
53971505,Phillips Bluetooth sound system,Sound system
53971505,Long term stays allowed,Long term stays
53971505,Courtyard view,Garden
53971505,Fire extinguisher,Fire extinguisher
53971505,Wifi,WiFi
53971505,Air conditioning,Air conditioning
53971505,GE refrigerator,Refrigerator
53971505,Iron,Iron
53971505,Free parking on premises,Parking
53971505,Free washer – In unit,Washer
53971505,Free dryer – In unit,Dryer
53971505,Private patio or balcony,Patio
53971505,First aid kit,First aid kit
53971505,Microwave,Microwave
53971505,Kitchen,Kitchen
53971505,Coffee maker: drip coffee maker,Coffee maker
54097694,Smoke alarm,Smoke alarm
54097694,Wifi,WiFi
54097694,Exterior security cameras on property,Lock
54097694,Kitchen,Kitchen
54097694,Carbon monoxide alarm,Carbon monoxide alarm
54097694,Self check-in,Self check-in
54097694,Building staff,Other
54097694,Indoor fireplace,Heating
54097694,TV,TV
54097694,Fire extinguisher,Fire extinguisher
54126420,Carbon monoxide alarm,Carbon monoxide alarm
54126420,Hangers,Hangers
54126420,Hot water kettle,Other
54126420,Electric stove,Oven
54126420,Smoke alarm,Smoke alarm
54126420,Essentials,Essentials
54126420,Coffee maker: Keurig coffee machine,Coffee maker
54126420,Portable air conditioning,Air conditioning
54126420,Self check-in,Self check-in
54126420,Long term stays allowed,Long term stays
54126420,Refrigerator,Refrigerator
54126420,Fire extinguisher,Fire extinguisher
54126420,Wifi,WiFi
54126420,TV with Netflix,TV
54126420,Paid street parking off premises,Parking
54126420,Keypad,Lock
54126420,Iron,Iron
54126420,Radiant heating,Heating
54126420,Dishwasher,Washer
54126420,First aid kit,First aid kit
54126420,Microwave,Microwave
54126420,Hair dryer,Dryer
54126420,Kitchen,Kitchen
54126421,Window AC unit,Air conditioning
54126421,Carbon monoxide alarm,Carbon monoxide alarm
54126421,Dedicated workspace,Workspace
54126421,Exercise equipment: yoga mat,Gym
54126421,Hangers,Hangers
54126421,Hot water kettle,Other
54126421,Central heating,Heating
54126421,Electric stove,Oven
54126421,Smoke alarm,Smoke alarm
54126421,Essentials,Essentials
54126421,"HDTV with Disney+, Netflix, HBO Max",TV
54126421,Coffee maker: Keurig coffee machine,Coffee maker
54126421,Self check-in,Self check-in
54126421,Books and reading material,Books
54126421,Long term stays allowed,Long term stays
54126421,Refrigerator,Refrigerator
54126421,Wifi,WiFi
54126421,Board games,Board games
54126421,Keypad,Lock
54126421,Iron,Iron
54126421,Free parking on premises,Parking
54126421,Free washer – In unit,Washer
54126421,Free dryer – In unit,Dryer
54126421,Microwave,Microwave
54126421,Kitchen,Kitchen
54126427,Carbon monoxide alarm,Carbon monoxide alarm
54126427,Dedicated workspace,Workspace
54126427,Hangers,Hangers
54126427,Central heating,Heating
54126427,Trash compactor,Other
54126427,Electric stove,Oven
54126427,Lockbox,Lock
54126427,Smoke alarm,Smoke alarm
54126427,Essentials,Essentials
54126427,Coffee maker: Keurig coffee machine,Coffee maker
54126427,Portable air conditioning,Air conditioning
54126427,Self check-in,Self check-in
54126427,Books and reading material,Books
54126427,Long term stays allowed,Long term stays
54126427,Refrigerator,Refrigerator
54126427,Fire extinguisher,Fire extinguisher
54126427,Wifi,WiFi
54126427,"HDTV with HBO Max, Netflix, Disney+",TV
54126427,Exercise equipment: stationary bike,Gym
54126427,Iron,Iron
54126427,Free washer – In unit,Washer
54126427,Free dryer – In unit,Dryer
54126427,First aid kit,First aid kit
54126427,Microwave,Microwave
54126427,Free driveway parking on premises – 1 space,Parking
54126427,Kitchen,Kitchen
54128829,Smart lock,Lock
54128829,Carbon monoxide alarm,Carbon monoxide alarm
54128829,Dedicated workspace,Workspace
54128829,Hangers,Hangers
54128829,Hot water kettle,Other
54128829,"Coffee maker: drip coffee maker, Keurig coffee machine",Coffee maker
54128829,Central heating,Heating
54128829,Barbecue utensils,BBQ grill
54128829,Free parking garage on premises – 1 space,Parking
54128829,Smoke alarm,Smoke alarm
54128829,Essentials,Essentials
54128829,Crib,Crib
54128829,Self check-in,Self check-in
54128829,Books and reading material,Books
54128829,Long term stays allowed,Long term stays
54128829,Refrigerator,Refrigerator
54128829,Fire extinguisher,Fire extinguisher
54128829,Wifi,WiFi
54128829,Central air conditioning,Air conditioning
54128829,Iron,Iron
54128829,Private backyard – Fully fenced,Garden
54128829,Free washer – In unit,Washer
54128829,Free dryer – In unit,Dryer
54128829,Oven,Oven
54128829,"55 inch HDTV with Roku, standard cable",TV
54128829,First aid kit,First aid kit
54128829,"Exercise equipment: stationary bike, yoga mat",Gym
54128829,Private patio or balcony,Patio
54128829,Microwave,Microwave
54128829,Kitchen,Kitchen
54150131,City skyline view,Other
54150131,Window AC unit,Air conditioning
54150131,"HDTV with HBO Max, Disney+, standard cable, Amazon Prime Video, Hulu, Netflix",TV
54150131,Carbon monoxide alarm,Carbon monoxide alarm
54150131,Dedicated workspace,Workspace
54150131,Hangers,Hangers
54150131,Barbecue utensils,BBQ grill
54150131,Lockbox,Lock
54150131,Smoke alarm,Smoke alarm
54150131,Essentials,Essentials
54150131,Self check-in,Self check-in
54150131,Coffee,Coffee maker
54150131,Long term stays allowed,Long term stays
54150131,Courtyard view,Garden
54150131,Stainless steel oven,Oven
54150131,Refrigerator,Refrigerator
54150131,Fire extinguisher,Fire extinguisher
54150131,Wifi,WiFi
54150131,Board games,Board games
54150131,Iron,Iron
54150131,Free dryer – In unit,Dryer
54150131,Radiant heating,Heating
54150131,Dishwasher,Washer
54150131,First aid kit,First aid kit
54150131,Free street parking,Parking
54150131,Microwave,Microwave
54150131,Pets allowed,Pets allowed
54150131,Kitchen,Kitchen
54369238,Carbon monoxide alarm,Carbon monoxide alarm
54369238,Dedicated workspace,Workspace
54369238,Hangers,Hangers
54369238,Suave conditioner,Other
54369238,Backyard,Garden
54369238,Standalone high chair,High chair
54369238,Electric stove,Oven
54369238,Lockbox,Lock
54369238,Smoke alarm,Smoke alarm
54369238,Essentials,Essentials
54369238,Self check-in,Self check-in
54369238,Coffee,Coffee maker
54369238,Refrigerator,Refrigerator
54369238,Fire extinguisher,Fire extinguisher
54369238,Wifi,WiFi
54369238,Air conditioning,Air conditioning
54369238,Board games,Board games
54369238,Patio or balcony,Patio
54369238,TV,TV
54369238,Iron,Iron
54369238,Free parking on premises,Parking
54369238,Heating,Heating
54369238,Free dryer – In unit,Dryer
54369238,Dishwasher,Washer
54369238,First aid kit,First aid kit
54369238,Microwave,Microwave
54369238,Kitchen,Kitchen
54369240,Carbon monoxide alarm,Carbon monoxide alarm
54369240,Dedicated workspace,Workspace
54369240,Hangers,Hangers
54369240,Hot water kettle,Other
54369240,Lockbox,Lock
54369240,Smoke alarm,Smoke alarm
54369240,Essentials,Essentials
54369240,Coffee maker: Keurig coffee machine,Coffee maker
54369240,Self check-in,Self check-in
54369240,Long term stays allowed,Long term stays
54369240,"58 inch HDTV with Amazon Prime Video, Fire TV, HBO Max, Disney+, Apple TV, Netflix, Roku, Hulu",TV
54369240,Wifi,WiFi
54369240,Air conditioning,Air conditioning
54369240,Board games,Board games
54369240,Ge refrigerator,Refrigerator
54369240,Iron,Iron
54369240,GE stainless steel oven,Oven
54369240,Radiant heating,Heating
54369240,Dishwasher,Washer
54369240,Free street parking,Parking
54369240,Microwave,Microwave
54369240,Hair dryer,Dryer
54369240,Kitchen,Kitchen
559249822516788574,Bluetooth sound system,Sound system
559249822516788574,Carbon monoxide alarm,Carbon monoxide alarm
559249822516788574,Dedicated workspace,Workspace
559249822516788574,Bikes,Other
559249822516788574,Lockbox,Lock
559249822516788574,Smoke alarm,Smoke alarm
559249822516788574,Essentials,Essentials
559249822516788574,Self check-in,Self check-in
559249822516788574,Stove,Oven
559249822516788574,Coffee,Coffee maker
559249822516788574,Long term stays allowed,Long term stays
559249822516788574,Refrigerator,Refrigerator
559249822516788574,Fire extinguisher,Fire extinguisher
559249822516788574,Wifi,WiFi
559249822516788574,TV,TV
559249822516788574,Iron,Iron
559249822516788574,Free parking on premises,Parking
559249822516788574,Heating,Heating
559249822516788574,First aid kit,First aid kit
559249822516788574,Exercise equipment,Gym
559249822516788574,Microwave,Microwave
559249822516788574,Hair dryer,Dryer
559249822516788574,Kitchen,Kitchen
581057744765912905,Exterior security cameras on property,Lock
581057744765912905,Carbon monoxide alarm,Carbon monoxide alarm
581057744765912905,Dedicated workspace,Workspace
581057744765912905,Hot water,Other
581057744765912905,Smoke alarm,Smoke alarm
581057744765912905,Essentials,Essentials
581057744765912905,Self check-in,Self check-in
581057744765912905,Stove,Oven
581057744765912905,Coffee,Coffee maker
581057744765912905,Long term stays allowed,Long term stays
581057744765912905,Refrigerator,Refrigerator
581057744765912905,Fire extinguisher,Fire extinguisher
581057744765912905,Wifi,WiFi
581057744765912905,Air conditioning,Air conditioning
581057744765912905,TV,TV
581057744765912905,Iron,Iron
581057744765912905,Free parking on premises,Parking
581057744765912905,Heating,Heating
581057744765912905,Free dryer – In unit,Dryer
581057744765912905,Dishwasher,Washer
581057744765912905,Private patio or balcony,Patio
581057744765912905,First aid kit,First aid kit
581057744765912905,Microwave,Microwave
581057744765912905,Pets allowed,Pets allowed
581057744765912905,Kitchen,Kitchen
588298411730694861,City skyline view,Other
588298411730694861,Exterior security cameras on property,Lock
588298411730694861,Host greets you,Host greets you
588298411730694861,Carbon monoxide alarm,Carbon monoxide alarm
588298411730694861,Dedicated workspace,Workspace
588298411730694861,Gas stove,Oven
588298411730694861,Hangers,Hangers
588298411730694861,Central heating,Heating
588298411730694861,Smoke alarm,Smoke alarm
588298411730694861,Essentials,Essentials
588298411730694861,Coffee maker: Keurig coffee machine,Coffee maker
588298411730694861,Long term stays allowed,Long term stays
588298411730694861,Fast wifi – 421 Mbps,WiFi
588298411730694861,Refrigerator,Refrigerator
588298411730694861,Free washer – In building,Washer
588298411730694861,Central air conditioning,Air conditioning
588298411730694861,TV,TV
588298411730694861,Free dryer – In building,Dryer
588298411730694861,Iron,Iron
588298411730694861,Free street parking,Parking
588298411730694861,Microwave,Microwave
588298411730694861,Kitchen,Kitchen
593272120497643087,Wolf stainless steel oven,Oven
593272120497643087,Pool table,Pool
593272120497643087,Exterior security cameras on property,Lock
593272120497643087,Carbon monoxide alarm,Carbon monoxide alarm
593272120497643087,Dedicated workspace,Workspace
593272120497643087,Hangers,Hangers
593272120497643087,Hot water kettle,Other
593272120497643087,Indoor fireplace: gas,Heating
593272120497643087,Barbecue utensils,BBQ grill
593272120497643087,Shared backyard – Fully fenced,Garden
593272120497643087,Smoke alarm,Smoke alarm
593272120497643087,Essentials,Essentials
593272120497643087,Shared patio or balcony,Patio
593272120497643087,Shared hot tub,Hot tub
593272120497643087,Self check-in,Self check-in
593272120497643087,Pack ’n play/Travel crib - always at the listing,Crib
593272120497643087,Coffee,Coffee maker
593272120497643087,Boston acoustics  sound system,Sound system
593272120497643087,Books and reading material,Books
593272120497643087,Paid parking lot on premises,Parking
593272120497643087,Long term stays allowed,Long term stays
593272120497643087,Refrigerator,Refrigerator
593272120497643087,Fire extinguisher,Fire extinguisher
593272120497643087,Wifi,WiFi
593272120497643087,Board games,Board games
593272120497643087,55 inch HDTV,TV
593272120497643087,Free washer – In building,Washer
593272120497643087,Central air conditioning,Air conditioning
593272120497643087,Free dryer – In building,Dryer
593272120497643087,Iron,Iron
593272120497643087,Microwave,Microwave
593272120497643087,Kitchen,Kitchen
617242073954595468,Smart lock,Lock
617242073954595468,Carbon monoxide alarm,Carbon monoxide alarm
617242073954595468,Dedicated workspace,Workspace
617242073954595468,Hangers,Hangers
617242073954595468,Hot water kettle,Other
617242073954595468,60 inch HDTV with Hulu,TV
617242073954595468,Essentials,Essentials
617242073954595468,Smoke alarm,Smoke alarm
617242073954595468,Coffee maker: Keurig coffee machine,Coffee maker
617242073954595468,Portable air conditioning,Air conditioning
617242073954595468,Shared patio or balcony,Patio
617242073954595468,Self check-in,Self check-in
617242073954595468,Stainless steel electric stove,Oven
617242073954595468,Refrigerator,Refrigerator
617242073954595468,Fire extinguisher,Fire extinguisher
617242073954595468,Wifi,WiFi
617242073954595468,Iron,Iron
617242073954595468,Heating - split type ductless system,Heating
617242073954595468,First aid kit,First aid kit
617242073954595468,Free street parking,Parking
617242073954595468,Microwave,Microwave
617242073954595468,Hair dryer,Dryer
617242073954595468,Pets allowed,Pets allowed
617242073954595468,Kitchen,Kitchen
619695112394148331,Exterior security cameras on property,Lock
619695112394148331,Host greets you,Host greets you
619695112394148331,Carbon monoxide alarm,Carbon monoxide alarm
619695112394148331,Dedicated workspace,Workspace
619695112394148331,Hangers,Hangers
619695112394148331,Smoke alarm,Smoke alarm
619695112394148331,Essentials,Essentials
619695112394148331,Long term stays allowed,Long term stays
619695112394148331,Air conditioning,Air conditioning
619695112394148331,TV,TV
619695112394148331,Iron,Iron
619695112394148331,Free parking on premises,Parking
619695112394148331,Fast wifi – 478 Mbps,WiFi
619695112394148331,Heating,Heating
619695112394148331,Cooking basics,Other
619695112394148331,Washer,Washer
619695112394148331,Dryer,Dryer
